fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.930994233,1.315204614,0.009456978,2.714703575,0.111939008,5.472848904,9.945697807,0.996727051,3.490543022,0.442556401,10.94728489,3
8.090651175,1.058380618,0.015347804,3.597718335,0.087023927,5.767390195,11.69782942,0.998380345,3.514891471,0.50163049,10.93021706,3
9.355708997,0.8792388,0.224743563,3.016105819,0.080800882,7.27964727,22.51682543,0.999521434,3.406420282,0.515592945,10.36017637,3
7.720758675,1.48339306,0.003450248,2.324266111,0.127856843,5.172512393,9.345024787,0.995477652,3.496549752,0.415526115,10.91725124,3
7.575762954,0.90231148,0.02,2.675762954,0.081284111,6,11.45264815,0.997598267,3.511685371,0.553370742,10.52471944,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
10.29265343,0.754312875,0.406454,2.675398751,0.077961656,8.415337497,32.73803747,1.000055209,3.341118094,0.53830675,9.792331252,3
8.218327428,1.006728207,0.02,3.318327428,0.083693728,6,11.05104536,0.998770948,3.483573175,0.49714635,10.94640237,3
8.047369257,1.066315636,0.014385983,3.638595701,0.087649111,5.719299175,11.84210248,0.998268774,3.522105124,0.504035041,10.91578975,3
10.74019736,0.694640351,0.493250398,2.512655504,0.076605463,8.957814987,37.62033488,1.000310173,3.309925638,0.5491563,9.521092507,3
7.944870349,0.962291432,0.02,3.044870349,0.082668264,6,11.22195603,0.998271888,3.495536922,0.521073844,10.76694617,3
8.249023548,1.060781162,0.01854353,3.305329445,0.087859646,5.927176496,10.85435299,0.998617054,3.48145647,0.483445885,10.99271765,3
10.33165354,0.749112862,0.414017655,2.661216896,0.077843474,8.462610346,33.16349311,1.000077427,3.338399905,0.539252207,9.768694827,3
8.125213722,1.159829022,0.015006106,3.075396913,0.097233818,5.750305318,10.50061064,0.99788127,3.484993894,0.467527479,10.97503053,3
8.244534591,1.064372327,0.018415274,3.296992813,0.088199524,5.920763702,10.8415274,0.998590377,3.481584726,0.482868733,10.99207637,3
6.986487299,0.806554186,0.02,2.086487299,0.079074327,6,11.82094544,0.996522839,3.537466181,0.604932361,10.13800729,3
10.50629478,0.725827363,0.447887472,2.597710991,0.077314258,8.674296698,35.06867028,1.000176919,3.32622794,0.543485934,9.662851651,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
7.849831453,1.380134837,0.007138042,2.563972699,0.11808419,5.356902076,9.713804152,0.996244713,3.492861958,0.432121187,10.93569021,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
11.19078786,0.634561619,0.580637645,2.348804415,0.075240037,9.503985284,42.53586756,1.000566873,3.278520846,0.560079706,9.248007358,3
7.569232429,1.153974055,0.003760721,4.090169373,0.094555532,5.188036032,13.4358919,0.997036244,3.601794595,0.530598198,10.75641081,3
8.961960026,0.931738663,0.148380126,3.159287263,0.081994061,6.802375789,18.2213821,0.999297117,3.433863392,0.506047516,10.59881211,3
9.600266123,0.846631184,0.272172824,2.927175955,0.0800598,7.576080149,25.18472134,0.999660758,3.389375391,0.521521603,10.21195993,3
9.654161843,0.839445088,0.282625327,2.907577512,0.079896479,7.641408295,25.77267465,0.999691462,3.385619023,0.522828166,10.17929585,3
8.181605363,1.041705684,0.017369008,3.511817158,0.085710145,5.868450403,11.39464879,0.998614805,3.49973244,0.49657748,10.96053512,3
8.038288807,1.229368954,0.012522537,2.913964928,0.103815276,5.626126867,10.25225373,0.997364688,3.487477463,0.456351418,10.96261269,3
7.977283826,0.967558622,0.02,3.077283826,0.082789814,6,11.20169761,0.998331043,3.494118833,0.518237665,10.78821751,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
8.260560933,1.051551253,0.01887317,3.326756019,0.086986101,5.943658476,10.88731695,0.998685619,3.48112683,0.484929263,10.99436585,3
8.083781788,0.984864541,0.02,3.183781788,0.083189182,6,11.13513638,0.998525402,3.489459547,0.508919094,10.8581068,3
6.747037998,0.767643675,0.02,1.847037998,0.078176392,6,11.97060125,0.996085844,3.547942088,0.625884175,9.980868686,3
7.894125373,1.344699702,0.008403582,2.646232836,0.114730507,5.420179104,9.840358209,0.996507945,3.491596418,0.437816119,10.94201791,3
7.463477246,1.173362505,0.001410605,4.190049268,0.096083106,5.070530273,13.78840918,0.99676363,3.619420459,0.536473486,10.72115908,3
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3
8.183118406,1.113505275,0.016660526,3.182934182,0.092849606,5.833026294,10.66605259,0.998225389,3.483339474,0.474972366,10.98330263,3
8.820834983,0.950555336,0.121010421,3.210605461,0.082421712,6.63131513,16.68183617,0.999216718,3.44369938,0.502626303,10.68434243,3
8.215879582,1.087296334,0.017596559,3.243776367,0.090369117,5.879827975,10.75965595,0.998420084,3.482403441,0.479184518,10.9879828,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
6.903136344,0.94507978,0.015485859,1.867712115,0.091316716,5.774292951,11.32287885,0.995720123,3.538714648,0.578087379,10.1644217,3
7.595749462,1.571605187,0,2.145693286,0.136149892,5,9.106263457,0.994799105,3.50276285,0.402975377,10.89574946,3
8.296452858,1.022837714,0.019898653,3.393412451,0.084268569,5.994932654,10.98986531,0.99889892,3.480101347,0.489543939,10.99949327,3
7.652388054,1.538089557,0.001496802,2.1972921,0.133033476,5.074840077,9.149680155,0.995071335,3.498503198,0.406735607,10.90748401,3
7.841714409,1.386628473,0.006906126,2.548898189,0.118698766,5.345306299,9.690612598,0.996196474,3.493093874,0.431077567,10.93453063,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.921077997,1.323137603,0.009173657,2.696287708,0.112689809,5.458682852,9.917365705,0.996668121,3.490826343,0.441281457,10.94586829,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
8.652302058,1.316924486,0.17362984,2.126307551,0.120426243,6.315377572,18.99686955,0.996348976,3.434231121,0.444722837,10.40015652,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.476411043,1.335911811,0,3.428581282,0.112282209,5,12.08972391,0.995897018,3.580332822,0.48651227,10.77641104,3
7.404336372,1.193564335,0,4.203383997,0.097867274,5,13.89159069,0.996560105,3.627181358,0.536964539,10.70433637,3
7.473542111,1.33024567,0,3.459422302,0.111708422,5,12.16144722,0.995923413,3.582197628,0.488520522,10.77354211,3
9.845183148,1.018704213,0.370455219,2.156129579,0.101638365,7.806478935,30.32923991,0.998150227,3.359676053,0.495420284,9.833538005,3
7.466102659,1.458004645,0.002975496,2.055367553,0.128222285,5.148774823,9.44632447,0.994944481,3.507438741,0.434218209,10.75866392,3
7.365050111,1.365934545,0.005221109,2.02168337,0.121597729,5.261055433,9.783166298,0.995083709,3.513052772,0.460042749,10.65199734,3
7.001850825,1.035019641,0.013292204,1.900616942,0.097787999,5.664610194,10.99383058,0.995584117,3.53323051,0.552860345,10.26862032,3
8.140974671,1.147220263,0.015456419,3.104667247,0.096040489,5.772820959,10.54564192,0.997974935,3.484543581,0.469553886,10.9772821,3
7.709992872,1.552501782,0.018148824,2.102749822,0.135267612,5.13749109,10.04493229,0.994926089,3.493125445,0.404674697,10.84775339,3
8.386023695,1.383494076,0.12969391,2.119650592,0.124620127,5.982529618,16.4672251,0.995946896,3.450873519,0.433406007,10.52663875,3
7.12610074,1.148225118,0.010531095,1.94203358,0.105933271,5.526554734,10.5796642,0.995412928,3.526327737,0.521107589,10.399773,3
11.39869095,0.630327262,0.626784007,2.194967274,0.077170617,9.748363692,45.08756406,1.000496023,3.262581815,0.561444366,9.095621797,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.501938153,1.386327853,0,3.15416485,0.117387631,5,11.45154616,0.995662169,3.5637402,0.468643293,10.80193815,3
7.511352081,1.499231896,0.001969954,2.070450694,0.131188636,5.098497688,9.295493064,0.994882137,3.504924884,0.422654468,10.8064272,3
6.825330251,0.874189785,0.017214883,1.84177675,0.086216094,5.860744165,11.5822325,0.995827323,3.543037208,0.597971158,10.08229304,3
6.810921033,0.861061385,0.017535088,1.836973678,0.08527149,5.876754408,11.63026322,0.995847175,3.54383772,0.601653514,10.06708331,3
10.15085898,0.942285256,0.420891731,2.163771474,0.096823971,8.188573721,33.23316028,0.998611797,3.340571314,0.508411507,9.688341986,3
8.255433108,1.055653514,0.01872666,3.317232914,0.08737435,5.936333011,10.87266602,0.998655145,3.48127334,0.484269971,10.9936333,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.23610643,1.248452525,0.008086524,1.978702143,0.113144755,5.404326189,10.21297857,0.995261364,3.520216309,0.492995023,10.51589012,3
7.810354479,1.411716416,0.006010128,2.490658319,0.121073161,5.300506399,9.601012798,0.996010107,3.493989872,0.427045576,10.93005064,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.531494868,1.444702364,0,2.836430172,0.123298974,5,10.71262831,0.995390247,3.544528336,0.447953593,10.83149487,3
8.056998258,1.214401393,0.013057093,2.948711051,0.102398703,5.652854655,10.30570931,0.997475875,3.486942907,0.458756919,10.96528547,3
6.897848688,0.940262138,0.015603362,1.865949563,0.090970081,5.780168124,11.34050437,0.995727408,3.539008406,0.579438669,10.15884028,3
7.489182926,1.361136279,0,3.291283543,0.114836585,5,11.77042684,0.995779517,3.572031098,0.477571952,10.78918293,3
8.254628645,1.056297084,0.018703676,3.315738912,0.08743526,5.935183778,10.87036756,0.998650365,3.481296324,0.48416654,10.99351838,3
7.794049118,1.424760705,0.005544261,2.460376934,0.12230771,5.277213026,9.554426052,0.995913206,3.494455739,0.424949172,10.9277213,3
7.764337222,1.448530222,0.004695349,2.405197698,0.124557325,5.23476746,9.46953492,0.995736633,3.495304651,0.421129071,10.92347675,3
7.252612105,1.263491029,0.007719731,1.984204035,0.114226794,5.38598655,10.15795965,0.995238623,3.519299327,0.488776906,10.53331278,3
8.169169342,1.124664526,0.016261981,3.157028778,0.09390575,5.81309906,10.62619812,0.998142492,3.483738019,0.473178915,10.98130991,3
7.221545265,1.235185686,0.008410105,1.973848422,0.11219019,5.420505261,10.26151578,0.995281427,3.521025263,0.49671621,10.50052,3
6.739403449,0.79590092,0.019124368,1.813134483,0.080583115,5.95621839,11.86865517,0.995945711,3.547810919,0.61993023,9.99159253,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
8.919865713,1.250033572,0.217777843,2.132996643,0.116212115,6.649832141,21.53872427,0.996752997,3.417508393,0.456094293,10.27306379,3
7.428222206,1.240738856,0,3.946611288,0.102644441,5,13.29444486,0.996340356,3.611655566,0.520244456,10.72822221,3
7.450909594,1.285546448,0,3.702721864,0.107181919,5,12.72726015,0.996131632,3.596908764,0.504363284,10.75090959,3
8.270538975,1.04356882,0.019158256,3.345286668,0.08623062,5.957912822,10.91582564,0.998744917,3.480841744,0.486212154,10.99579128,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.65072558,1.567318605,0.008369721,2.10126814,0.136201072,5.063406976,9.481893014,0.994836596,3.496829651,0.402155837,10.87590535,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.978164326,1.485458918,0.062397114,2.109454108,0.131043912,5.472705408,12.5925611,0.995331028,3.47636473,0.416071984,10.72037194,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.456626898,1.296838124,0,3.641260843,0.10832538,5,12.58432754,0.996079033,3.593192516,0.500361171,10.7566269,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.092566167,1.117671397,0.011276307,1.930855389,0.103734893,5.56381537,10.69144611,0.995459131,3.528190769,0.529677535,10.3643754,3
7.512967635,1.40811108,0,3.03559792,0.119593527,5,11.17580912,0.995560698,3.556571037,0.460922655,10.81296764,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
7.365904856,1.163974661,0,4.076683018,0.106660291,5.625077642,14.8523786,0.9964926,3.612384176,0.538295243,10.64885728,3
6.746079859,0.785343923,0.010784028,1.523520845,0.165090934,10.60798592,19.83357606,0.99540557,3.444016324,0.574704169,9.880880211,3
9.912448103,0.637763372,0.42363877,1.978112026,0.209073883,6.489741909,17.76060407,0.998764828,3.181668973,0.61374827,8.589603516,3
6.712441055,0.76684258,0.017511789,1.725353671,0.101513594,7.244105477,14.11497931,0.99583951,3.521385574,0.615070734,9.931338418,3
6.947234169,0.905794404,0,1.94844036,0.225283652,13.3007069,25.31914577,0.995173788,3.396070987,0.517361708,10.02085125,3
6.801131031,0.814935594,0.000153946,1.200282758,0.26697895,15.99654407,28.99591572,0.994711473,3.319949732,0.510037701,9.799560155,3
8.921850148,0.694172422,0.288807381,1.730462537,0.227510011,9.516568991,21.33776335,0.997474299,3.225695549,0.580728338,8.974836053,3
7.185791603,1.052904822,0,3.161107316,0.157692379,8.927153942,19.35520992,0.995925244,3.519325662,0.52928958,10.3786874,3
8.964571116,0.6917397,0.29462218,1.741142779,0.226714926,9.386032702,21.18349319,0.997529955,3.223796839,0.582152371,8.958222344,3
7.271403897,1.10569907,0,3.596303144,0.133435562,7.35759522,17.21490257,0.996194922,3.56355868,0.533570195,10.50710585,3
6.950015179,0.907509361,0,1.962577161,0.224495699,13.24972171,25.24962052,0.995182548,3.397507843,0.517500759,10.02502277,3
8.347595207,0.726873051,0.210644903,1.586898802,0.238197534,11.27123687,23.41146175,0.996726173,3.251217991,0.561586507,9.198157419,3
6.786634811,0.807649146,0.002673038,1.280191132,0.241739794,14.66348114,26.72791794,0.994882411,3.350739934,0.526038226,9.820047783,3
8.985419327,0.690552511,0.297459853,1.746354832,0.226326918,9.322329834,21.10820799,0.997557116,3.222870252,0.582847311,8.950114706,3
6.966477416,0.917661073,0,2.046260197,0.219831399,12.94791404,24.8380646,0.995234404,3.406013332,0.518323871,10.04971612,3
9.681167157,0.650933537,0.392158863,1.920291789,0.213378278,7.196433688,18.59578527,0.998463521,3.191948126,0.606038905,8.679546106,3
10.42136507,0.637704002,0.497937697,1.954451056,0.121390946,11.47329366,42.58011902,0.999304607,3.267188426,0.555267063,9.196439155,3
7.860647107,0.763072485,0.145838977,1.420968147,0.224353148,14.67419112,32.97742665,0.996055696,3.30453223,0.523258089,9.623225482,3
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
6.784210631,0.806315847,0.003157874,1.294736213,0.237158093,14.42106311,26.31580729,0.994913683,3.356315548,0.528947243,9.823684053,3
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
6.748228017,0.786525409,0.010354397,1.510631898,0.169150952,10.82280171,20.1987629,0.995377859,3.439075561,0.57212638,9.877657974,3
6.79453769,0.811995729,0.001092462,1.232773861,0.256676234,15.45376899,28.07140728,0.994780464,3.332563313,0.516554772,9.808193465,3
9.060238801,0.704342475,0.310782835,1.670883083,0.176119565,13.1747015,37.4758955,0.997577678,3.287038184,0.538252985,9.423293533,3
6.715726134,0.768649374,0.016854773,1.705643197,0.107722393,7.572613384,14.67344275,0.995797133,3.513829892,0.611128639,9.926410799,3
7.395535958,1.182247174,0,4.227307785,0.098264812,5.081840777,14.11160106,0.996585938,3.627693578,0.539776798,10.69330394,3
10.90062576,0.614240197,0.563836043,2.054297034,0.102120672,10.87421779,44.37734662,0.999912669,3.260199208,0.561257822,9.116562373,3
8.463251063,0.720287092,0.22638695,1.615812766,0.23604505,10.91784397,22.99381561,0.996876847,3.246077731,0.565441702,9.153180142,3
11.25569049,0.59685682,0.612657442,2.128268852,0.087844112,10.43038689,45.70883934,1.000363157,3.25502118,0.565696131,9.057384918,3
6.722047491,0.77212612,0.015590502,1.667715052,0.119669759,8.204749136,15.74807353,0.995715587,3.49929077,0.60354301,9.916928763,3
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
10.71519144,0.623318752,0.538338824,2.015664884,0.109576677,11.10601069,43.68196792,0.999677399,3.262903458,0.558939893,9.147468093,3
7.959773135,0.748957363,0.15785801,1.489943284,0.245415333,12.45624875,24.81193035,0.996220927,3.268454527,0.548659105,9.348977114,3
7.284836471,1.11398249,0,3.664585394,0.129629667,7.111331367,16.87908823,0.996237235,3.570498843,0.534241824,10.52725471,3
6.753123332,0.789217833,0.009375334,1.481260008,0.178403098,11.3123332,21.03096645,0.995314709,3.427816336,0.566252002,9.870315002,3
7.430953624,0.779070696,0.085879799,1.357738406,0.255257252,14.07208615,26.72155636,0.995531992,3.291957617,0.531031787,9.554629146,3
7.30846961,1.128556259,0,3.784720517,0.122933611,6.678057152,16.28825975,0.996311679,3.582709298,0.53542348,10.56270441,3
6.903951895,0.879103669,0,1.728422132,0.237546963,14.09421526,26.40120263,0.995037448,3.373708479,0.515197595,9.955927842,3
8.26675574,0.743190084,0.201678914,1.505574112,0.208024196,14.16655533,34.50033402,0.996570946,3.298609812,0.528334447,9.55554071,3
7.017914947,0.949380884,0,2.307734313,0.205257432,12.00489264,23.55212633,0.995396432,3.432589389,0.520895747,10.12687242,3
6.748291184,0.786560151,0.010341763,1.510252898,0.169270337,10.82911837,20.20950123,0.995377044,3.438930277,0.57205058,9.877563224,3
9.03077688,0.705784882,0.306731821,1.664745183,0.17730418,13.2115289,37.3654133,0.997540298,3.287467837,0.537884711,9.428203853,3
7.874434928,0.762397457,0.147734803,1.42384061,0.223798762,14.65695634,33.02913098,0.996073189,3.304331157,0.523430437,9.620927512,3
8.035461481,0.754513865,0.169875954,1.457387809,0.217324153,14.45567315,33.63298055,0.996277492,3.301982853,0.525443269,9.594089753,3
8.097387322,0.741121,0.17658883,1.524346831,0.24285418,12.03576096,24.31499023,0.996400207,3.262338341,0.553246244,9.295460486,3
10.71828885,0.623167108,0.538764717,2.016310178,0.109452136,11.10213893,43.6935832,0.999681329,3.262858288,0.558978611,9.146951858,3
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
7.271060609,0.788175715,0.064116583,1.317765152,0.258233039,14.56064814,27.2989478,0.995323687,3.299063973,0.52570202,9.616809763,3
8.835514494,0.699088758,0.277056139,1.708878624,0.229116814,9.780372379,21.64953099,0.997361823,3.229532689,0.577850483,9.00841103,3
6.94287186,0.806864241,0.019446448,1.235717965,0.264340996,15.56344709,28.48407384,0.99489613,3.31365014,0.514762395,9.744438721,3
7.239319054,1.085913416,0,3.433205189,0.142526268,7.945817352,18.01702366,0.996093855,3.546981511,0.531965953,10.45897858,3
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
8.197851548,0.73540012,0.190263127,1.549462887,0.24098443,11.72878694,23.95220274,0.99653109,3.257873265,0.556595052,9.256391065,3
9.798321765,0.644262233,0.408104907,1.949580441,0.2111979,6.838461275,18.17272696,0.998616147,3.186741255,0.609944059,8.63398598,3
8.962310794,0.691868413,0.294314525,1.740577699,0.226756994,9.39293924,21.19165547,0.99752701,3.223897298,0.582077026,8.959101358,3
6.785386461,0.806962553,0.002922708,1.287681235,0.239380411,14.53864609,26.51569835,0.994898515,3.35361114,0.527536247,9.821920309,3
9.493773144,0.661604585,0.366652456,1.873443286,0.216865889,7.769026504,19.27248587,0.998219388,3.200276749,0.599792438,8.752421555,3
6.710525326,0.765788929,0.017894935,1.736848045,0.097892866,7.052532587,13.7893054,0.995864223,3.525791751,0.617369609,9.934212011,3
